usuario_edad,usuario_genero,pelicula_duracion,pelicula_genero,temporada_visita,años_desde_estreno,veces_vista_pelicula,dispositivo_usuario,idioma_preferido,duracion_vista_real,popularidad_streaming,rating_promedio_usuario
21,Femenino,97,Comedia,Primavera,0,3771,Computadora,Español,48,9533,2.05
36,Femenino,158,Comedia,Primavera,8,581,Smart TV,Inglés,160,6182,3.38
37,Masculino,130,Drama,Primavera,0,699,Smart TV,Español,94,7704,1.21
50,Femenino,85,Drama,Primavera,7,7777,Móvil,Inglés,58,5422,2.99
37,Femenino,71,Comedia,Verano,4,9456,Smart TV,Inglés,60,2759,3.39
29,Masculino,151,Drama,Primavera,10,9295,Móvil,Inglés,160,3482,2.34
64,Masculino,86,Acción,Verano,11,2082,Computadora,Inglés,33,9058,4.08
18,Femenino,99,Drama,Primavera,5,1734,Computadora,Inglés,95,1951,1.43
43,Femenino,172,Drama,Primavera,0,7930,Móvil,Inglés,131,9914,1.3
31,Masculino,82,Acción,Primavera,1,3097,Computadora,Inglés,34,3079,3.91
55,Masculino,165,Drama,Primavera,6,786,Móvil,Español,88,3717,2.98
54,Masculino,162,Comedia,Primavera,1,5629,Computadora,Inglés,111,5524,3.75
28,Femenino,179,Acción,Primavera,4,1859,Computadora,Inglés,152,9477,2.74
53,Masculino,163,Comedia,Primavera,10,7123,Smart TV,Inglés,80,8311,1.99
30,Masculino,151,Acción,Verano,8,6308,Smart TV,Inglés,109,8186,4.28
60,Femenino,82,Comedia,Verano,4,7334,Móvil,Español,69,3065,4.2
20,Femenino,112,Comedia,Primavera,11,2580,Computadora,Español,73,1768,3.78
50,Femenino,154,Drama,Primavera,2,9629,Computadora,Inglés,152,6490,2.09
23,Femenino,163,Comedia,Primavera,10,7576,Computadora,Inglés,162,7645,3.36
27,Femenino,90,Drama,Primavera,12,7870,Smart TV,Español,60,6083,2.44
22,Masculino,124,Acción,Primavera,5,214,Móvil,Español,133,6232,1.37
40,Masculino,150,Comedia,Primavera,6,668,Móvil,Español,54,6797,4.67
27,Femenino,109,Comedia,Primavera,9,9845,Móvil,Inglés,32,5926,1.55
61,Femenino,152,Acción,Primavera,10,8051,Computadora,Español,91,7016,4.8
19,Femenino,84,Acción,Verano,9,2789,Móvil,Español,65,4335,2.78
30,Femenino,142,Comedia,Primavera,10,4690,Smart TV,Inglés,114,9038,1.74
57,Femenino,121,Acción,Primavera,7,3440,Smart TV,Inglés,82,5873,3.17
19,Masculino,143,Drama,Primavera,2,3088,Móvil,Inglés,57,2481,4.49
37,Masculino,177,Acción,Verano,10,3251,Computadora,Español,77,7305,3.93
18,Masculino,164,Acción,Verano,3,3115,Smart TV,Español,161,4451,4.23
54,Masculino,122,Comedia,Verano,9,9113,Smart TV,Español,121,1054,3.64
26,Femenino,156,Drama,Primavera,3,6445,Computadora,Español,130,8643,3.77
34,Masculino,121,Acción,Verano,1,3674,Computadora,Inglés,100,4462,4.4
26,Femenino,99,Drama,Primavera,6,7938,Móvil,Español,77,1832,2.0
28,Femenino,102,Drama,Verano,11,1708,Smart TV,Inglés,47,6954,2.96
32,Femenino,126,Drama,Primavera,3,659,Smart TV,Español,80,9519,1.88
41,Masculino,121,Comedia,Primavera,3,6721,Móvil,Español,103,8221,4.95
55,Femenino,78,Acción,Primavera,12,7226,Móvil,Español,56,4310,4.78
52,Masculino,123,Comedia,Verano,11,5665,Smart TV,Inglés,38,4300,1.16
47,Masculino,70,Acción,Verano,7,4535,Smart TV,Español,74,7722,3.82
48,Femenino,113,Acción,Primavera,5,5750,Computadora,Inglés,110,8218,4.7
22,Femenino,168,Comedia,Primavera,5,8903,Computadora,Inglés,85,8776,1.72
61,Femenino,144,Drama,Primavera,10,1981,Smart TV,Inglés,114,4675,3.27
31,Masculino,167,Drama,Verano,8,4269,Smart TV,Inglés,173,4054,4.66
28,Femenino,149,Acción,Verano,3,3963,Computadora,Español,56,8970,1.14
26,Masculino,78,Comedia,Verano,8,7536,Móvil,Español,54,3143,3.79
51,Femenino,101,Drama,Verano,0,3808,Móvil,Inglés,67,6207,2.19
29,Femenino,84,Drama,Verano,10,1809,Smart TV,Inglés,52,3538,4.7
52,Masculino,81,Acción,Primavera,8,7960,Smart TV,Español,78,5547,4.88
52,Masculino,166,Acción,Primavera,0,1792,Computadora,Español,100,6619,4.78
18,Masculino,178,Comedia,Primavera,6,9537,Smart TV,Inglés,62,9356,2.9
57,Masculino,147,Acción,Primavera,5,225,Móvil,Español,51,7612,4.45
39,Masculino,126,Drama,Primavera,6,1299,Computadora,Español,42,6005,4.38
46,Masculino,77,Drama,Primavera,8,6192,Computadora,Español,48,1822,2.28
25,Femenino,141,Drama,Primavera,9,2811,Móvil,Inglés,123,1943,4.32
28,Femenino,96,Drama,Primavera,3,9282,Móvil,Inglés,44,7150,1.15
58,Masculino,131,Comedia,Verano,11,9813,Computadora,Inglés,107,5425,3.39
54,Femenino,81,Comedia,Verano,8,6328,Smart TV,Inglés,68,9966,1.92
31,Masculino,134,Acción,Verano,2,6095,Móvil,Inglés,67,3198,1.48
47,Femenino,176,Acción,Primavera,9,8282,Computadora,Español,137,5242,1.31
52,Femenino,173,Acción,Primavera,10,5602,Smart TV,Español,146,4695,3.79
38,Masculino,111,Comedia,Primavera,10,5860,Smart TV,Español,74,4452,2.36
54,Masculino,131,Drama,Primavera,8,5682,Computadora,Inglés,74,2308,3.9
22,Masculino,80,Acción,Primavera,12,2598,Móvil,Español,63,5177,1.26
36,Femenino,172,Drama,Primavera,0,2665,Smart TV,Inglés,186,9705,2.26
31,Masculino,112,Acción,Primavera,4,7089,Móvil,Inglés,71,7852,3.16
43,Femenino,164,Acción,Primavera,9,4890,Computadora,Inglés,100,7035,4.16
21,Masculino,86,Acción,Verano,4,5124,Móvil,Inglés,57,4594,2.28
42,Femenino,166,Acción,Primavera,0,8407,Smart TV,Inglés,59,5841,3.5
62,Femenino,101,Acción,Primavera,0,1131,Computadora,Inglés,74,2409,4.54
59,Masculino,162,Drama,Verano,2,1341,Smart TV,Español,91,5566,3.46
42,Femenino,154,Acción,Primavera,8,1842,Smart TV,Inglés,61,5491,1.93
35,Femenino,154,Drama,Verano,6,5809,Computadora,Español,103,2555,1.1
57,Masculino,109,Comedia,Primavera,5,6099,Computadora,Inglés,32,1804,4.48
25,Femenino,92,Acción,Primavera,8,4190,Móvil,Español,57,2279,1.09
56,Masculino,125,Drama,Primavera,3,8260,Computadora,Inglés,48,8083,4.5
57,Masculino,75,Comedia,Primavera,3,6983,Móvil,Inglés,23,6986,3.12
31,Masculino,155,Comedia,Primavera,2,5229,Computadora,Español,148,6619,4.76
49,Masculino,119,Comedia,Primavera,4,4503,Smart TV,Inglés,122,2387,4.2
55,Femenino,171,Drama,Primavera,4,6677,Móvil,Inglés,79,3679,4.99
50,Femenino,106,Acción,Primavera,11,4997,Computadora,Español,77,3106,2.4
40,Femenino,178,Acción,Primavera,9,263,Móvil,Español,92,9173,4.07
32,Masculino,133,Drama,Verano,6,3410,Móvil,Inglés,92,5223,2.61
50,Femenino,123,Acción,Primavera,6,3488,Móvil,Español,79,5831,2.92
42,Femenino,141,Drama,Primavera,5,1095,Smart TV,Español,72,3768,3.51
34,Masculino,174,Acción,Primavera,3,6261,Computadora,Inglés,149,4186,4.49
50,Masculino,118,Comedia,Primavera,6,1977,Computadora,Español,47,3573,4.94
64,Femenino,168,Acción,Verano,1,8203,Móvil,Inglés,57,3599,4.07
19,Masculino,80,Drama,Primavera,12,3364,Computadora,Español,73,5033,2.67
31,Masculino,157,Drama,Primavera,11,1448,Smart TV,Inglés,130,9428,2.69
57,Masculino,118,Comedia,Primavera,8,2351,Móvil,Inglés,82,2304,3.95
57,Masculino,90,Drama,Primavera,6,7390,Smart TV,Inglés,60,8368,1.96
56,Femenino,135,Acción,Primavera,1,9885,Smart TV,Español,94,6877,1.44
23,Masculino,132,Acción,Primavera,9,8118,Computadora,Inglés,85,2301,2.42
23,Masculino,173,Comedia,Primavera,1,6690,Computadora,Español,106,3541,2.15
20,Masculino,152,Drama,Verano,12,7758,Móvil,Inglés,106,3051,2.19
24,Masculino,172,Comedia,Verano,5,532,Smart TV,Inglés,124,7809,1.93
25,Masculino,97,Acción,Verano,10,5843,Computadora,Inglés,82,9633,1.17
59,Masculino,86,Comedia,Primavera,6,5347,Móvil,Español,74,9996,1.07
32,Masculino,75,Drama,Primavera,8,7815,Móvil,Inglés,45,1074,4.95
64,Masculino,88,Comedia,Primavera,3,3917,Computadora,Inglés,55,7981,2.71
46,Femenino,125,Drama,Primavera,7,1170,Smart TV,Español,74,6475,2.54
50,Masculino,171,Drama,Verano,9,4700,Móvil,Inglés,124,9232,3.72
47,Femenino,97,Acción,Primavera,12,8406,Computadora,Inglés,64,8184,1.87
56,Masculino,135,Acción,Primavera,1,9731,Móvil,Español,136,6796,4.8
44,Masculino,107,Acción,Primavera,5,1094,Computadora,Español,91,8141,4.15
53,Masculino,106,Drama,Primavera,3,4418,Móvil,Español,108,2622,1.36
46,Masculino,137,Comedia,Primavera,7,4831,Smart TV,Inglés,118,9041,2.67
55,Femenino,155,Drama,Primavera,8,6168,Móvil,Español,166,1341,4.52
50,Masculino,159,Acción,Primavera,1,7770,Computadora,Inglés,128,3074,4.78
54,Masculino,118,Acción,Primavera,6,4867,Computadora,Inglés,126,8992,2.87
44,Femenino,112,Comedia,Primavera,6,1057,Computadora,Español,47,1645,3.45
50,Femenino,105,Acción,Primavera,7,8387,Smart TV,Español,35,5263,1.67
21,Masculino,127,Acción,Primavera,12,2254,Computadora,Inglés,96,9801,4.96
39,Femenino,82,Acción,Primavera,4,731,Computadora,Español,89,7136,1.93
19,Femenino,121,Comedia,Primavera,10,9993,Smart TV,Español,76,9646,4.77
27,Femenino,127,Drama,Primavera,12,6145,Computadora,Inglés,59,3969,3.6
22,Masculino,101,Acción,Verano,2,797,Computadora,Español,72,4028,3.43
27,Masculino,150,Comedia,Primavera,0,131,Smart TV,Español,122,8643,3.05
50,Masculino,174,Acción,Primavera,3,6309,Móvil,Español,96,3681,1.92
55,Femenino,169,Comedia,Verano,2,4974,Computadora,Inglés,147,4629,1.71
30,Masculino,129,Acción,Verano,1,5662,Móvil,Español,139,5225,1.88
48,Femenino,179,Comedia,Primavera,5,8840,Smart TV,Español,182,4067,1.75
64,Masculino,152,Acción,Primavera,6,2348,Computadora,Inglés,81,6941,4.12
53,Masculino,127,Drama,Primavera,9,6292,Computadora,Inglés,71,2386,2.4
62,Femenino,168,Acción,Verano,6,9995,Smart TV,Inglés,100,3866,1.23
41,Masculino,179,Comedia,Primavera,11,6506,Computadora,Inglés,110,5788,4.88
32,Femenino,173,Acción,Primavera,7,1256,Móvil,Español,65,6490,4.54
46,Femenino,125,Drama,Primavera,12,8635,Móvil,Inglés,113,5124,4.71
25,Masculino,97,Acción,Primavera,1,5395,Smart TV,Inglés,57,9340,4.98
22,Femenino,70,Comedia,Primavera,10,6254,Computadora,Español,70,4850,1.7
46,Masculino,111,Comedia,Primavera,11,2348,Computadora,Inglés,115,6415,2.58
64,Masculino,151,Drama,Verano,9,9236,Smart TV,Inglés,48,8679,4.03
21,Femenino,117,Comedia,Primavera,12,3385,Móvil,Español,127,7819,3.78
29,Masculino,109,Acción,Primavera,5,9622,Móvil,Inglés,94,9378,1.62
62,Femenino,166,Acción,Verano,12,2103,Smart TV,Inglés,118,2333,4.26
19,Masculino,132,Acción,Verano,5,3715,Computadora,Español,80,5150,1.9
44,Masculino,145,Comedia,Verano,9,3772,Móvil,Español,103,7766,1.9
48,Masculino,141,Acción,Primavera,11,7558,Computadora,Español,78,3711,3.15
53,Masculino,157,Acción,Primavera,0,2255,Móvil,Español,125,5853,3.37
53,Masculino,149,Acción,Primavera,1,3579,Computadora,Español,55,7212,3.32
43,Femenino,73,Drama,Primavera,12,151,Móvil,Español,58,8479,1.37
60,Femenino,107,Comedia,Primavera,8,2259,Computadora,Español,55,6408,4.51
44,Femenino,177,Comedia,Primavera,7,4490,Smart TV,Español,55,8715,2.06
22,Femenino,96,Comedia,Primavera,11,3751,Móvil,Español,71,9942,1.52
37,Femenino,78,Drama,Primavera,12,7456,Smart TV,Español,59,2762,4.55
28,Femenino,85,Comedia,Primavera,3,2212,Móvil,Español,54,8101,4.82
27,Masculino,125,Drama,Verano,5,5865,Móvil,Español,44,8674,4.45
57,Masculino,145,Drama,Primavera,1,1454,Móvil,Inglés,147,7122,4.24
55,Femenino,100,Comedia,Primavera,11,5720,Computadora,Español,78,1481,3.62
23,Femenino,157,Acción,Primavera,4,3854,Móvil,Español,61,1153,3.2
25,Masculino,83,Acción,Verano,1,309,Smart TV,Español,58,8617,1.35
40,Masculino,178,Comedia,Verano,12,6332,Computadora,Español,124,2524,2.63
64,Masculino,94,Comedia,Verano,4,7946,Computadora,Español,32,3120,2.49
43,Femenino,103,Drama,Verano,6,6271,Móvil,Inglés,80,3343,2.04
63,Femenino,136,Comedia,Verano,6,337,Computadora,Inglés,128,6136,3.89
60,Femenino,93,Drama,Verano,8,8627,Móvil,Inglés,83,6760,2.98
29,Masculino,175,Comedia,Primavera,2,8175,Smart TV,Inglés,80,2240,1.32
43,Masculino,142,Acción,Primavera,11,1676,Computadora,Español,140,1060,1.88
30,Femenino,95,Acción,Primavera,3,8791,Computadora,Inglés,54,2639,3.73
57,Femenino,89,Comedia,Primavera,8,9856,Smart TV,Inglés,94,7185,1.3
35,Masculino,133,Drama,Verano,7,9082,Smart TV,Español,47,8970,4.4
42,Masculino,173,Acción,Primavera,11,3640,Móvil,Inglés,119,2252,2.98
50,Masculino,79,Drama,Primavera,6,9427,Computadora,Inglés,61,5203,2.92
64,Masculino,152,Comedia,Verano,7,7357,Smart TV,Español,75,9363,3.37
57,Femenino,136,Comedia,Primavera,8,249,Computadora,Español,124,4549,4.3
60,Masculino,93,Acción,Primavera,11,1724,Smart TV,Inglés,74,5197,2.39
29,Masculino,74,Comedia,Primavera,3,7761,Computadora,Español,23,8009,3.71
61,Masculino,136,Acción,Verano,4,2674,Smart TV,Inglés,106,7667,3.26
53,Femenino,127,Drama,Primavera,8,4528,Computadora,Español,88,3322,2.07
21,Femenino,96,Acción,Verano,6,7629,Móvil,Inglés,43,5090,4.51
22,Masculino,149,Acción,Verano,3,4369,Computadora,Inglés,163,7960,4.19
54,Masculino,84,Drama,Primavera,5,7869,Móvil,Inglés,85,4004,3.63
25,Masculino,104,Acción,Primavera,10,2208,Móvil,Español,55,6136,4.4
59,Femenino,145,Acción,Primavera,0,4047,Móvil,Español,106,1329,4.47
45,Femenino,174,Comedia,Primavera,0,7999,Computadora,Inglés,96,4640,3.83
48,Femenino,122,Drama,Verano,8,5014,Computadora,Español,112,8982,4.35
26,Masculino,113,Acción,Primavera,7,6767,Móvil,Español,118,5107,3.79
46,Femenino,95,Drama,Verano,12,2363,Smart TV,Inglés,55,2341,3.72
31,Masculino,116,Drama,Primavera,0,9904,Computadora,Español,109,9407,3.47
57,Masculino,103,Acción,Primavera,12,3915,Computadora,Español,71,1338,4.01
58,Masculino,156,Comedia,Primavera,10,677,Computadora,Inglés,96,6895,1.63
39,Femenino,164,Drama,Primavera,1,522,Computadora,Inglés,172,3708,4.52
28,Masculino,119,Acción,Primavera,12,2863,Móvil,Español,84,2750,4.49
40,Femenino,153,Drama,Primavera,3,1329,Smart TV,Español,103,6604,1.12
18,Femenino,81,Comedia,Verano,0,3276,Smart TV,Español,67,3421,4.3
63,Masculino,156,Comedia,Primavera,1,9045,Smart TV,Inglés,79,8119,1.52
54,Masculino,73,Comedia,Primavera,4,787,Smart TV,Español,40,9901,2.34
38,Femenino,156,Acción,Primavera,7,822,Móvil,Español,163,6319,3.97
43,Masculino,117,Acción,Primavera,5,846,Computadora,Español,98,7609,1.64
63,Femenino,124,Comedia,Primavera,5,4437,Computadora,Español,119,6387,4.27
53,Masculino,70,Acción,Verano,3,2812,Móvil,Español,36,4993,4.33
40,Femenino,158,Comedia,Verano,1,807,Computadora,Español,116,9680,3.03
18,Femenino,135,Acción,Primavera,2,8726,Móvil,Inglés,145,9044,1.03
57,Femenino,99,Comedia,Primavera,12,583,Smart TV,Inglés,54,9238,2.15
32,Femenino,72,Drama,Verano,5,1633,Móvil,Inglés,30,5873,3.47
38,Masculino,90,Comedia,Verano,5,269,Computadora,Español,63,5806,4.92
64,Masculino,158,Comedia,Primavera,4,1120,Computadora,Español,96,9592,3.53
26,Femenino,153,Acción,Verano,5,7193,Computadora,Inglés,65,6913,2.04
26,Femenino,118,Acción,Primavera,10,6566,Smart TV,Inglés,119,8124,3.54
27,Masculino,155,Acción,Verano,5,947,Móvil,Inglés,169,4157,3.16
43,Masculino,154,Acción,Primavera,12,8987,Móvil,Inglés,116,1390,4.12
58,Masculino,131,Acción,Verano,0,3446,Computadora,Inglés,120,5430,1.43
52,Masculino,166,Acción,Primavera,5,4113,Móvil,Español,163,9820,4.04
42,Masculino,107,Drama,Verano,4,8178,Computadora,Español,92,8686,3.17
43,Masculino,84,Comedia,Verano,7,131,Móvil,Español,28,5232,4.85
28,Femenino,179,Comedia,Primavera,8,8468,Smart TV,Español,76,9007,2.37
55,Masculino,121,Comedia,Primavera,5,7977,Smart TV,Español,43,2521,3.53
19,Masculino,148,Drama,Primavera,12,6270,Móvil,Inglés,45,2500,4.73
24,Femenino,115,Comedia,Primavera,11,7930,Smart TV,Inglés,62,7737,1.41
35,Masculino,94,Drama,Primavera,11,9794,Smart TV,Español,57,4294,4.75
44,Masculino,90,Drama,Primavera,9,2415,Smart TV,Inglés,44,6085,3.75
51,Masculino,157,Drama,Verano,3,165,Computadora,Español,55,3419,1.27
44,Masculino,74,Comedia,Verano,2,2028,Móvil,Español,53,4042,2.2
34,Masculino,139,Drama,Verano,9,5111,Móvil,Inglés,72,5497,3.83
60,Femenino,176,Comedia,Primavera,11,7633,Computadora,Español,164,2466,1.27
61,Masculino,177,Comedia,Verano,0,6325,Computadora,Español,54,4561,3.33
41,Femenino,116,Acción,Verano,6,5547,Smart TV,Español,112,1614,2.38
42,Femenino,156,Acción,Primavera,4,684,Móvil,Inglés,165,6392,3.48
24,Masculino,137,Drama,Verano,3,6570,Computadora,Inglés,119,8693,1.18
23,Femenino,160,Drama,Primavera,8,6785,Smart TV,Español,141,4223,4.49
41,Masculino,87,Comedia,Primavera,6,5344,Móvil,Español,91,8138,4.89
50,Femenino,90,Drama,Primavera,9,8254,Smart TV,Inglés,42,3667,4.88
46,Femenino,161,Drama,Primavera,12,8051,Móvil,Inglés,176,8980,4.0
60,Masculino,168,Comedia,Primavera,7,1848,Smart TV,Inglés,154,1130,1.52
39,Masculino,155,Drama,Primavera,3,7770,Móvil,Inglés,136,3983,4.03
43,Masculino,173,Drama,Primavera,9,2304,Móvil,Español,101,5278,1.1
45,Masculino,92,Comedia,Verano,11,1992,Móvil,Español,67,8126,1.09
38,Masculino,133,Comedia,Verano,9,7118,Móvil,Español,109,9230,2.29
24,Femenino,136,Acción,Verano,7,3193,Smart TV,Inglés,108,8694,2.95
34,Femenino,109,Comedia,Primavera,3,1073,Computadora,Inglés,94,7640,4.08
37,Femenino,79,Acción,Primavera,0,4124,Móvil,Español,28,6468,3.73
58,Femenino,158,Drama,Verano,10,9734,Móvil,Inglés,92,1920,2.78
37,Femenino,121,Comedia,Primavera,7,6715,Móvil,Español,78,8564,2.09
39,Femenino,141,Comedia,Primavera,0,4429,Móvil,Inglés,71,9684,4.99
45,Femenino,144,Comedia,Primavera,12,6815,Smart TV,Español,63,9502,2.7
57,Masculino,130,Drama,Verano,11,1577,Computadora,Español,53,9930,2.81
24,Masculino,133,Acción,Primavera,2,5789,Computadora,Español,78,4241,1.65
18,Femenino,74,Drama,Primavera,6,9062,Computadora,Español,51,1545,4.18
49,Femenino,178,Drama,Primavera,2,7429,Smart TV,Inglés,62,5346,3.77
30,Masculino,122,Comedia,Primavera,12,6544,Computadora,Español,128,4810,1.88
47,Masculino,124,Acción,Verano,7,8597,Smart TV,Español,113,8206,1.33
40,Masculino,106,Drama,Verano,4,101,Smart TV,Español,93,3032,3.72
36,Masculino,125,Comedia,Primavera,2,8562,Móvil,Español,54,9436,3.62
49,Femenino,128,Drama,Verano,4,6943,Smart TV,Inglés,100,1271,2.09
47,Masculino,178,Drama,Verano,4,9155,Computadora,Español,128,4511,4.8
46,Femenino,171,Comedia,Primavera,7,6072,Computadora,Español,185,2771,1.6
62,Femenino,162,Comedia,Primavera,11,8003,Computadora,Inglés,145,5361,2.73
46,Femenino,138,Acción,Primavera,8,5205,Móvil,Español,104,8069,4.77
47,Masculino,142,Drama,Verano,5,7802,Móvil,Español,139,1920,2.68
33,Masculino,128,Comedia,Primavera,9,3014,Móvil,Español,54,9190,3.55
57,Femenino,71,Comedia,Primavera,2,5256,Smart TV,Español,22,4430,2.59
36,Femenino,134,Acción,Primavera,1,8398,Computadora,Inglés,114,5435,2.1
35,Femenino,173,Acción,Verano,10,3268,Smart TV,Inglés,65,4760,4.94
18,Masculino,129,Comedia,Verano,2,2699,Smart TV,Inglés,50,3050,2.64
31,Femenino,120,Acción,Verano,8,5816,Computadora,Inglés,107,2165,4.58
64,Masculino,99,Comedia,Primavera,6,2335,Móvil,Inglés,51,9567,1.92
19,Femenino,80,Drama,Primavera,10,2899,Computadora,Inglés,64,3033,1.85
45,Femenino,161,Acción,Primavera,10,7113,Smart TV,Español,166,7467,1.12
47,Femenino,177,Drama,Verano,8,9803,Smart TV,Español,97,1145,3.61
55,Masculino,145,Drama,Primavera,12,5573,Móvil,Español,68,5388,2.47
21,Masculino,108,Drama,Primavera,5,118,Smart TV,Español,41,8832,4.46
18,Femenino,159,Comedia,Primavera,7,958,Smart TV,Inglés,64,9623,2.89
25,Masculino,146,Drama,Verano,9,9708,Computadora,Español,51,9896,4.87
46,Femenino,141,Drama,Verano,10,5480,Móvil,Español,52,9173,1.74
56,Masculino,132,Drama,Primavera,8,3132,Computadora,Inglés,85,3632,4.47
20,Masculino,133,Comedia,Verano,2,4605,Computadora,Español,74,5494,4.11
49,Masculino,130,Drama,Primavera,6,9718,Computadora,Español,112,9056,4.08
27,Femenino,123,Drama,Primavera,8,5889,Smart TV,Inglés,122,8511,4.38
27,Masculino,161,Acción,Primavera,1,2631,Smart TV,Español,149,2828,4.04
36,Masculino,163,Comedia,Primavera,11,7571,Móvil,Español,118,5805,3.5
63,Femenino,142,Drama,Primavera,6,4819,Smart TV,Inglés,54,1806,1.52
51,Femenino,172,Acción,Primavera,4,4963,Móvil,Español,149,8486,1.13
50,Femenino,164,Comedia,Primavera,7,4138,Computadora,Español,96,9202,4.68
40,Femenino,127,Comedia,Primavera,3,2552,Computadora,Español,46,2868,3.47
45,Masculino,154,Comedia,Primavera,0,2946,Smart TV,Español,149,8878,4.19
49,Masculino,125,Comedia,Primavera,10,8164,Smart TV,Español,71,6690,2.93
24,Masculino,103,Comedia,Primavera,12,6722,Móvil,Inglés,48,8827,1.47
46,Masculino,100,Comedia,Primavera,9,8996,Smart TV,Español,99,6429,1.5
25,Masculino,121,Drama,Primavera,7,9633,Smart TV,Español,123,4564,3.74
18,Femenino,158,Drama,Verano,5,3562,Smart TV,Español,90,2389,2.72
20,Masculino,145,Drama,Primavera,12,1259,Computadora,Inglés,84,8274,1.8
41,Masculino,70,Drama,Primavera,7,4726,Smart TV,Inglés,53,1824,2.97
40,Masculino,124,Acción,Primavera,2,7156,Smart TV,Inglés,109,3265,1.26
25,Femenino,91,Drama,Primavera,7,3822,Computadora,Español,31,1936,3.33
64,Femenino,109,Comedia,Primavera,7,3660,Computadora,Español,84,7402,2.08
54,Masculino,170,Drama,Verano,11,6217,Computadora,Español,180,4845,4.19
20,Femenino,70,Drama,Primavera,0,6689,Computadora,Español,35,2796,2.24
50,Femenino,134,Comedia,Verano,3,6949,Smart TV,Español,137,9245,2.82
45,Femenino,132,Drama,Verano,6,2343,Smart TV,Inglés,139,8214,1.05
64,Femenino,175,Drama,Verano,12,8277,Smart TV,Español,90,1726,1.29
25,Femenino,123,Drama,Primavera,10,1860,Móvil,Español,111,3736,2.57
51,Femenino,111,Acción,Verano,0,5542,Computadora,Inglés,54,2913,2.92
52,Femenino,90,Drama,Verano,2,7779,Smart TV,Inglés,80,8657,3.4
49,Masculino,148,Comedia,Primavera,2,2775,Smart TV,Inglés,138,3466,2.17
41,Masculino,150,Comedia,Primavera,5,7224,Smart TV,Inglés,74,8312,3.78
31,Femenino,91,Drama,Primavera,4,5881,Computadora,Inglés,79,9194,4.44
49,Masculino,107,Drama,Primavera,11,3336,Computadora,Español,101,8906,4.12
